Member_number,basket
3381,"['fruits', 'hygiene articles', 'coffee', 'butter']"
3382,"['pet_care', 'tropical fruit', 'pastry', 'dessert', 'uhtmilk', 'bakery', 'yogurt', 'beverages', 'dairy', 'sweets']"
3383,"['pet_care', 'misc beverages', 'bottled water', 'soda', 'vegetables', 'syrup']"
3384,"['seasonal products', 'electronics', 'fruitvegetable juice', 'dessert', 'frozen meals', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'bakery']"
3385,"['ice cream', 'dairy', 'pet_care', 'gardening', 'uhtmilk', 'vegetables', 'yogurt', 'root vegetables', 'meat', 'bakery']"
3386,"['fruitvegetable juice', 'soda', 'vegetables', 'grains', 'yogurt', 'baking_ingredients', 'root vegetables', 'citrus fruit']"
3387,"['sliced cheese', 'whole milk', 'curd', 'fruitvegetable juice', 'bags', 'soda', 'fish']"
3389,"['ice cream', 'beef', 'stationery', 'whole milk', 'berries', 'bottled water', 'vegetables', 'yogurt', 'root vegetables', 'dairy', 'sweets']"
3390,"['pet_care', 'stationery', 'whole milk', 'berries', 'frozen meals', 'bags', 'soda', 'cleaning', 'yogurt', 'beverages', 'coffee']"
3391,"['meat', 'coffee']"
3393,"['frozen potato products', 'sweets', 'pip fruit', 'canned vegetables', 'stationery', 'gardening', 'tropical fruit', 'whole milk', 'pastry', 'bottled water', 'condensed milk', 'bags', 'semifinished bread', 'vegetables', 'coffee', 'bakery']"
3394,"['pastry', 'fruits', 'bags', 'yogurt', 'bakery', 'sausage']"
3395,"['soda', 'margarine', 'bakery', 'whole milk']"
3396,"['whole milk', 'condiments', 'fish', 'soda', 'fruits_vegetables', 'grains', 'yogurt', 'beverages', 'dairy', 'meat']"
3397,"['sweets', 'curd', 'beverages', 'dairy', 'citrus fruit', 'bakery']"
3398,"['brown bread', 'pet_care', 'tropical fruit', 'bakery', 'hygiene articles', 'citrus fruit', 'fish', 'sweets']"
3399,"['brown bread', 'specialty bar', 'tropical fruit', 'whole milk', 'fruitvegetable juice', 'bags', 'soda', 'vegetables', 'yogurt', 'margarine', 'bakery', 'sausage']"
3400,"['dental care', 'pip fruit', 'brown bread', 'whole milk', 'dishes', 'bottled water', 'soda', 'hard cheese', 'beverages', 'bakery']"
3401,"['pip fruit', 'chewing gum', 'condensed milk', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'sweets', 'sausage']"
3402,"['stationery', 'whole milk', 'condiments', 'curd', 'gardening', 'dessert', 'frozen meals', 'bottled water', 'bags', 'soda', 'vegetables', 'grains', 'beverages', 'dairy', 'coffee', 'bakery']"
3403,"['brown bread', 'curd', 'bottled water', 'bags', 'uhtmilk', 'baking_ingredients', 'beverages']"
3404,"['bags', 'dairy', 'grains', 'whole milk']"
3405,"['ice cream', 'cookware', 'brown bread', 'pip fruit', 'beef', 'whole milk', 'electronics', 'canned fish', 'fruitvegetable juice', 'sliced cheese', 'uhtmilk', 'vegetables', 'beverages', 'dairy', 'margarine', 'bakery']"
3406,"['whole milk', 'sliced cheese', 'beverages', 'meat', 'bakery', 'sausage']"
3407,"['tropical fruit', 'curd', 'bottled water', 'bags', 'vegetables', 'beverages', 'dairy', 'coffee']"
3408,"['root vegetables', 'beverages', 'bakery', 'bottled water']"
3409,"['brown bread', 'dairy', 'fruits', 'soda', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'sausage']"
3410,"['dairy', 'whole milk', 'electronics', 'curd', 'pastry', 'bags', 'fruits_vegetables', 'vegetables', 'yogurt', 'meat', 'coffee', 'bakery']"
3411,"['whole milk', 'dessert', 'berries', 'vegetables', 'margarine', 'bakery']"
3412,"['beverages', 'vegetables', 'bakery', 'oils']"
3413,"['bottled water', 'domestic eggs', 'hard cheese', 'beverages', 'meat', 'sweets', 'sausage']"
3414,"['brown bread', 'napkins', 'whole milk', 'curd', 'chewing gum', 'bottled water', 'vegetables', 'beverages', 'dairy']"
3415,"['pet_care', 'whole milk', 'curd', 'bottled water', 'vegetables']"
3416,"['canned vegetables', 'dairy', 'tropical fruit', 'frozen meals', 'fruits', 'vegetables', 'grains', 'beverages', 'meat']"
3417,"['whole milk', 'pastry', 'tropical fruit', 'condiments', 'sliced cheese', 'bottled water', 'sweeteners', 'bakery']"
3418,"['beverages', 'domestic eggs', 'cleaning', 'yogurt']"
3419,"['soap', 'gardening', 'tropical fruit', 'curd', 'dessert', 'vegetables', 'root vegetables', 'beverages', 'dairy', 'bakery']"
3420,"['pip fruit', 'beef', 'vegetables', 'root vegetables', 'beverages', 'margarine']"
3421,"['organic', 'pet_care', 'pastry', 'dessert', 'soda', 'sweeteners', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'bakery']"
3422,"['root vegetables', 'pastry']"
3423,"['gardening', 'fruitvegetable juice', 'bottled water', 'domestic eggs', 'dairy', 'sweets', 'sausage']"
3424,"['dairy', 'whole milk', 'frozen meals', 'bags', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'bakery']"
3425,"['stationery', 'tropical fruit', 'pastry', 'soda', 'citrus fruit', 'bakery']"
3426,"['pip fruit', 'misc beverages', 'yogurt', 'hard cheese', 'root vegetables', 'meat']"
3427,"['sweets', 'curd', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'bakery']"
3428,"['brown bread', 'curd', 'frozen meals', 'vegetables', 'beverages', 'dairy', 'sweets']"
3429,"['seasonal products', 'dairy', 'pet_care', 'stationery', 'fruitvegetable juice', 'curd', 'bags', 'soda', 'vegetables', 'hard cheese', 'root vegetables', 'beverages', 'meat', 'coffee', 'bakery']"
3430,"['brown bread', 'gardening', 'tropical fruit', 'fruitvegetable juice', 'condiments', 'dishes', 'bakery', 'personal_care', 'hygiene articles', 'fruits_vegetables', 'vegetables', 'grains', 'root vegetables', 'sweets']"
3431,"['brown bread', 'canned fish']"
3432,"['beverages', 'meat', 'bakery']"
3433,"['dairy', 'snacks', 'frozen meals', 'berries', 'root vegetables', 'beverages', 'meat']"
3434,"['butter', 'bags', 'soda', 'meat', 'bakery']"
3435,"['tropical fruit', 'butter', 'bottled water', 'vegetables', 'grains', 'meat', 'coffee', 'bakery']"
3436,"['meat', 'uhtmilk']"
3437,"['canned vegetables', 'beef', 'dairy', 'pastry', 'pickled vegetables', 'berries', 'bags', 'soda', 'vegetables', 'beverages', 'meat', 'sausage']"
3438,"['pip fruit', 'electronics', 'ready_meals', 'dessert', 'fruits', 'bags', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'margarine', 'bakery', 'sausage']"
3439,"['sweets', 'brown bread', 'beef', 'stationery', 'whole milk', 'liquor appetizer', 'soda', 'personal_care', 'vegetables', 'beverages', 'bakery']"
3440,"['brown bread', 'pip fruit', 'personal_care', 'yogurt', 'meat', 'citrus fruit']"
3441,"['stationery', 'vegetables', 'root vegetables', 'meat', 'bakery']"
3442,"['brandy', 'pip fruit', 'beef', 'canned fish', 'pastry', 'fruitvegetable juice', 'misc beverages', 'root vegetables', 'beverages', 'dairy', 'citrus fruit', 'bakery']"
3443,"['pip fruit', 'tropical fruit', 'curd', 'domestic eggs', 'root vegetables', 'meat', 'coffee', 'sausage']"
3444,"['napkins', 'brown bread', 'syrup', 'pastry', 'bags', 'grains', 'beverages', 'margarine']"
3445,"['tropical fruit', 'soda', 'beverages', 'dairy', 'sausage']"
3447,"['ice cream', 'whole milk', 'canned fish', 'oils', 'soda', 'vegetables', 'root vegetables', 'meat', 'margarine', 'bakery', 'zwieback']"
3448,"['tea', 'beef']"
3449,"['brown bread', 'whole milk', 'soda', 'meat', 'bakery', 'sausage']"
3450,"['pip fruit', 'pastry', 'tropical fruit', 'snacks', 'butter', 'berries', 'bottled water', 'bags', 'soda', 'vegetables', 'root vegetables', 'beverages', 'meat']"
3451,"['whole milk', 'tropical fruit', 'soda', 'semifinished bread', 'yogurt', 'dairy', 'bakery']"
3452,"['pastry', 'berries', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'bakery']"
3453,"['soda', 'chewing gum', 'vegetables', 'uhtmilk']"
3454,"['meat', 'vegetables']"
3455,"['pastry', 'vegetables', 'root vegetables', 'beverages', 'dairy', 'margarine']"
3456,"['canned fish', 'whole milk', 'hygiene articles', 'soda', 'cleaning', 'vegetables', 'yogurt', 'root vegetables', 'dairy', 'margarine', 'sausage']"
3457,"['whole milk', 'bottled water', 'hygiene articles', 'meat', 'coffee', 'sweets']"
3458,"['whole milk', 'butter', 'pastry', 'dessert', 'oils', 'vegetables', 'citrus fruit', 'bakery', 'sausage']"
3459,"['whole milk', 'tropical fruit', 'pastry', 'sweeteners', 'beverages', 'dairy', 'bakery']"
3460,"['canned vegetables', 'spices', 'dairy', 'whole milk', 'tropical fruit', 'curd', 'fruitvegetable juice', 'snacks', 'dessert', 'vegetables', 'domestic eggs', 'root vegetables', 'meat']"
3461,"['bakery', 'soda', 'sweeteners', 'yogurt', 'sweets']"
3462,"['dessert', 'berries', 'vegetables', 'beverages', 'snacks', 'bottled water', 'bags', 'dairy', 'meat', 'specialty cheese', 'pet_care', 'fruitvegetable juice', 'grains', 'coffee', 'bakery', 'pip fruit', 'tropical fruit', 'butter', 'soda', 'citrus fruit']"
3463,"['pip fruit', 'tropical fruit', 'pastry', 'bottled water', 'bags', 'yogurt', 'beverages', 'sausage']"
3464,"['brown bread', 'spices', 'margarine', 'sweets']"
3465,"['napkins', 'dessert', 'berries', 'decor', 'vegetables', 'beverages', 'bottled water', 'bags', 'yogurt', 'dairy', 'meat', 'fruitvegetable juice', 'condensed milk', 'coffee', 'bakery', 'canned fish', 'tropical fruit', 'pickled vegetables', 'soda', 'sausage']"
3466,"['spices', 'stationery', 'whole milk', 'misc beverages', 'vegetables', 'bakery']"
3467,"['pip fruit', 'beef', 'stationery', 'pastry', 'bags', 'soda', 'citrus fruit', 'sweets', 'sausage']"
3468,"['canned vegetables', 'pastry', 'condiments', 'tropical fruit', 'butter', 'snacks', 'cleaning', 'liver loaf', 'yogurt', 'beverages', 'dairy']"
3469,"['brown bread', 'whole milk', 'butter', 'frozen meals', 'oils', 'soda', 'vegetables', 'yogurt', 'hard cheese', 'beverages', 'dairy', 'meat']"
3470,"['gardening', 'frozen meals', 'bags', 'soda', 'grains', 'root vegetables', 'beverages', 'sweet spreads', 'zwieback']"
3471,"['sliced cheese', 'pastry', 'condiments', 'hygiene articles', 'beverages', 'meat', 'bakery']"
3472,"['dairy', 'whole milk', 'condiments', 'pastry', 'misc beverages', 'vegetables', 'meat', 'citrus fruit', 'sweets']"
3473,"['tropical fruit', 'liquor appetizer', 'bags', 'whole milk']"
3474,"['frozen potato products', 'stationery', 'tropical fruit', 'curd', 'fruitvegetable juice', 'dishes', 'berries', 'soda', 'vegetables', 'cleaning', 'root vegetables', 'bakery']"
3475,"['brown bread', 'whole milk', 'canned fish', 'misc beverages', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'herbs']"
3476,"['ice cream', 'sweets', 'dairy', 'pastry', 'fruitvegetable juice', 'frozen meals', 'bottled water', 'cleaning', 'grains', 'domestic eggs', 'yogurt', 'meat', 'bakery']"
3477,"['tropical fruit', 'bakery', 'bottled water']"
3478,"['beverages', 'bakery']"
3479,"['pip fruit', 'pastry', 'soda', 'meat', 'herbs', 'bakery']"
3480,"['frozen potato products', 'misc beverages', 'bottled water', 'vegetables', 'grains', 'baking_ingredients', 'root vegetables', 'beverages', 'sweets']"
3481,"['sweets', 'beef', 'whole milk', 'curd', 'dishes', 'soda', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'bakery', 'sausage']"
3482,"['brown bread', 'pastry', 'oils', 'soda', 'domestic eggs', 'root vegetables']"
3483,"['pip fruit', 'sliced cheese', 'tropical fruit', 'dishes', 'berries', 'bags', 'personal_care', 'vegetables', 'grains', 'hard cheese', 'meat', 'citrus fruit', 'sausage']"
3484,"['semifinished bread', 'beverages', 'stationery', 'whole milk', 'specialty bar', 'snacks', 'frozen meals', 'bags', 'dairy', 'herbs', 'beef', 'uhtmilk', 'bakery', 'pip fruit', 'tropical fruit', 'pickled vegetables', 'brandy', 'sweets', 'sausage']"
3485,"['napkins', 'tropical fruit', 'misc beverages', 'meat', 'bakery']"
3486,"['pip fruit', 'soap', 'dairy', 'whole milk', 'yogurt', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'sweets']"
3487,"['pip fruit', 'seasonal products', 'whole milk', 'bottled water', 'sweeteners', 'vegetables', 'domestic eggs', 'dairy', 'bakery']"
3488,"['sweets', 'curd', 'vegetables', 'domestic eggs', 'beverages', 'meat', 'bakery']"
3489,"['frozen dessert', 'whole milk', 'tropical fruit', 'snacks', 'misc beverages', 'berries', 'bakery', 'nutsprunes', 'coffee', 'vegetables', 'yogurt', 'margarine', 'sweets']"
3490,['beverages']
3491,"['pet_care', 'stationery', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'specialty bar', 'personal_care', 'cleaning', 'root vegetables', 'meat', 'bakery', 'sausage']"
3493,"['frozen dessert', 'pip fruit', 'beef', 'soda', 'beverages', 'citrus fruit', 'sweets']"
3494,"['seasonal products', 'whole milk', 'fruitvegetable juice', 'dessert', 'soda', 'root vegetables', 'citrus fruit']"
3495,"['canned vegetables', 'beef', 'sliced cheese', 'whole milk', 'pastry', 'fruitvegetable juice', 'liquor appetizer', 'oils', 'bakery', 'hygiene articles', 'hard cheese', 'yogurt', 'root vegetables', 'beverages', 'meat', 'domestic eggs', 'sweets']"
3496,"['sweets', 'spices', 'tropical fruit', 'ready_meals', 'misc beverages', 'soda', 'margarine', 'bakery']"
3497,"['brown bread', 'pip fruit', 'beef', 'pet_care', 'dairy', 'whole milk', 'pastry', 'pickled vegetables', 'uhtmilk', 'bags', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'bakery']"
3498,"['pip fruit', 'napkins', 'butter', 'vegetables', 'root vegetables', 'coffee', 'zwieback']"
3499,"['napkins', 'whole milk', 'household', 'curd', 'berries', 'uhtmilk', 'soda', 'sweeteners', 'vegetables', 'yogurt', 'hard cheese', 'beverages', 'sausage']"
3500,"['frozen dessert', 'pip fruit', 'brown bread', 'whole milk', 'tropical fruit', 'pastry', 'specialty bar', 'misc beverages', 'bottled water', 'soda', 'vegetables', 'domestic eggs', 'beverages', 'meat', 'sweets']"
3501,"['beverages', 'dairy', 'bakery', 'uhtmilk']"
3502,"['artif sweetener', 'whole milk', 'fruitvegetable juice', 'snacks', 'uhtmilk', 'bags', 'soda', 'vegetables', 'dairy', 'coffee']"
3503,"['beverages', 'pip fruit']"
3504,"['pip fruit', 'dairy', 'frozen meals', 'soda', 'sweeteners', 'cleaning', 'vegetables', 'root vegetables', 'beverages', 'meat']"
3505,"['brown bread', 'condiments', 'uhtmilk', 'bakery', 'soda', 'meat spreads', 'vegetables', 'domestic eggs', 'beverages', 'dairy', 'coffee', 'sweets']"
3507,"['pip fruit', 'stationery', 'whole milk', 'electronics', 'tropical fruit', 'pastry', 'frozen meals', 'uhtmilk', 'soda', 'vegetables', 'root vegetables', 'beverages', 'margarine', 'sweets']"
3508,"['frozen dessert', 'sweets', 'seasonal products', 'stationery', 'whole milk', 'pastry', 'curd', 'dessert', 'dishes', 'hygiene articles', 'fruits', 'bags', 'root vegetables', 'citrus fruit', 'bakery']"
3509,"['sweets', 'pip fruit', 'beef', 'tropical fruit', 'fruitvegetable juice', 'oils', 'bottled water', 'hygiene articles', 'soda', 'coffee', 'citrus fruit', 'bakery']"
3510,"['meat', 'whole milk']"
3511,"['napkins', 'stationery', 'whole milk', 'chewing gum', 'bottled water', 'soda', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'specialty cheese', 'sweets']"
3512,"['bakery', 'dairy', 'vegetables', 'pet_care']"
3513,"['condensed milk', 'vegetables', 'baking_ingredients', 'beverages', 'meat', 'coffee', 'bakery']"
3514,"['butter', 'soda', 'meat', 'frozen meals']"
3515,"['pip fruit', 'brown bread', 'canned vegetables', 'sliced cheese', 'pastry', 'bags', 'vegetables', 'root vegetables', 'beverages', 'bakery']"
3516,"['electronics', 'dessert', 'beverages', 'dairy', 'bakery']"
3517,"['pip fruit', 'brown bread', 'dairy', 'whole milk', 'butter', 'curd', 'specialty bar', 'bags', 'vegetables', 'yogurt', 'hard cheese', 'domestic eggs', 'meat', 'coffee', 'margarine', 'sweets']"
3518,"['brown bread', 'beef', 'dairy', 'whole milk', 'pastry', 'fruitvegetable juice', 'dessert', 'misc', 'vegetables', 'domestic eggs', 'meat', 'sweets', 'sausage']"
3519,"['whole milk', 'specialty bar', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'root vegetables', 'meat', 'citrus fruit', 'bakery', 'sausage']"
3520,"['stationery', 'whole milk', 'condiments', 'sliced cheese', 'bags', 'vegetables', 'cleaning', 'baking_ingredients', 'beverages']"
3521,"['whole milk', 'soda', 'vegetables', 'yogurt', 'dairy', 'bakery']"
3522,"['beef', 'dairy', 'whole milk', 'tropical fruit', 'fruits', 'vegetables', 'beverages', 'meat', 'coffee']"
3523,"['sweets', 'brown bread', 'stationery', 'whole milk', 'pastry', 'snacks', 'bottled water', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'bakery']"
3524,"['stationery', 'sliced cheese', 'whole milk', 'dessert', 'frozen meals', 'berries', 'hygiene articles', 'semifinished bread', 'vegetables', 'dairy', 'citrus fruit', 'margarine']"
3525,"['tropical fruit', 'oils', 'soda', 'vegetables', 'beverages', 'meat', 'citrus fruit']"
3526,"['beef', 'whole milk', 'vegetables', 'domestic eggs', 'yogurt', 'beverages', 'coffee', 'specialty cheese', 'sausage']"
3527,"['sweets', 'pip fruit', 'canned vegetables', 'dessert', 'bags', 'vegetables', 'cleaning', 'beverages', 'dairy', 'bakery']"
3528,"['whole milk', 'pastry', 'sliced cheese', 'snacks', 'liquor appetizer', 'soda', 'domestic eggs', 'bakery', 'sausage']"
3529,"['dental care', 'pip fruit', 'gardening', 'pastry', 'fruitvegetable juice', 'curd', 'condensed milk', 'bottled water', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat']"
3530,"['napkins', 'frozen meals', 'bags', 'soda', 'bakery', 'sweets']"
3531,"['napkins', 'brown bread', 'whole milk', 'butter', 'pastry', 'dishes', 'berries', 'bakery', 'cleaning', 'liver loaf', 'beverages', 'dairy', 'herbs', 'sweets', 'sausage']"
3532,"['pip fruit', 'canned vegetables', 'whole milk', 'butter', 'vegetables', 'meat']"
3533,"['meat', 'vegetables']"
3534,"['beef', 'pastry', 'yogurt', 'dairy', 'citrus fruit', 'sausage']"
3535,"['pip fruit', 'beef', 'whole milk', 'pastry', 'fruitvegetable juice', 'liquor appetizer', 'bakery', 'soda', 'beverages', 'sweets']"
3536,"['soups', 'oils', 'whole milk']"
3537,"['cookware', 'brown bread', 'curd', 'bottled water', 'coffee', 'semifinished bread', 'vegetables', 'yogurt', 'dairy', 'citrus fruit', 'sausage']"
3538,"['pet_care', 'vegetables', 'yogurt', 'citrus fruit', 'bakery']"
3539,"['frozen dessert', 'electronics', 'fruitvegetable juice', 'tropical fruit', 'pastry', 'liquor appetizer', 'soda', 'yogurt', 'root vegetables', 'beverages', 'dairy', 'bakery']"
3540,"['pip fruit', 'spices', 'whole milk', 'snacks', 'bottled water', 'dairy']"
3541,"['household', 'pickled vegetables', 'meat', 'bakery']"
3542,"['sweeteners', 'vegetables', 'beef', 'whole milk']"
3543,"['brown bread', 'beef', 'pet_care', 'dairy', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'curd', 'pastry', 'frozen meals', 'bags', 'sweeteners', 'beverages', 'meat', 'citrus fruit', 'bakery']"
3544,"['frozen dessert', 'stationery', 'whole milk', 'gardening', 'household', 'dessert', 'hard cheese', 'beverages', 'sweets']"
3545,"['dairy', 'whole milk', 'butter', 'curd', 'cereals', 'berries', 'bottled water', 'beverages', 'meat']"
3546,"['frozen dessert', 'whole milk', 'tropical fruit', 'ready_meals', 'vegetables', 'beverages', 'bakery']"
3547,"['sweets', 'whole milk', 'tropical fruit', 'pastry', 'butter', 'bottled water', 'soda', 'vegetables', 'domestic eggs', 'hard cheese', 'jam', 'beverages', 'dairy', 'meat', 'bakery']"
3548,"['dairy', 'whole milk', 'pastry', 'tropical fruit', 'condiments', 'dessert', 'bags', 'vegetables', 'yogurt', 'beverages', 'meat', 'bakery']"
3549,"['brown bread', 'beef', 'stationery', 'whole milk', 'tropical fruit', 'snacks', 'misc beverages', 'berries', 'frozen meals', 'sweeteners', 'vegetables', 'cleaning', 'yogurt', 'beverages', 'bakery']"
3550,"['ice cream', 'whole milk', 'butter', 'snacks', 'fruitvegetable juice', 'soda', 'yogurt', 'bakery']"
3551,"['condiments', 'tropical fruit', 'pastry', 'cereals', 'fruits_vegetables', 'root vegetables', 'beverages', 'meat']"
3552,"['canned vegetables', 'butter', 'tropical fruit', 'chewing gum', 'frozen meals', 'bakery', 'vegetables', 'yogurt', 'beverages', 'margarine', 'sweets']"
3553,"['pip fruit', 'vegetables', 'domestic eggs', 'meat', 'coffee', 'bakery']"
3554,"['beef', 'artif sweetener', 'snacks', 'personal_care', 'root vegetables', 'meat', 'citrus fruit', 'bakery']"
3555,"['curd', 'vegetables']"
3556,"['seasonal products', 'brown bread', 'dairy', 'curd', 'bags', 'root vegetables', 'meat', 'margarine']"
3557,"['brown bread', 'dairy', 'whole milk', 'bottled water', 'bags', 'yogurt', 'meat', 'sweets']"
3558,"['sweets', 'pip fruit', 'brown bread', 'dairy', 'whole milk', 'canned fish', 'snacks', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'bakery']"
3559,"['sweets', 'cooking chocolate', 'napkins', 'whole milk', 'pastry', 'chewing gum', 'bags', 'soda', 'vegetables', 'dairy', 'bakery']"
3560,"['light bulbs', 'beef', 'whole milk', 'pickled vegetables', 'berries', 'bottled water', 'soda', 'coffee', 'vegetables', 'cleaning', 'root vegetables', 'beverages', 'dairy', 'citrus fruit', 'sweets']"
3561,"['ice cream', 'brown bread', 'gardening', 'whole milk', 'vegetables', 'meat', 'citrus fruit']"
3562,"['ice cream', 'stationery', 'whole milk', 'tropical fruit', 'butter', 'snacks', 'misc', 'bags', 'soda', 'personal_care', 'hygiene articles', 'zwieback', 'beverages', 'meat', 'bakery', 'sausage']"
3563,"['ice cream', 'stationery', 'whole milk', 'root vegetables', 'beverages', 'dairy', 'sweets']"
3564,"['brown bread', 'pip fruit', 'stationery', 'bottled water', 'fruits', 'vegetables', 'coffee']"
3565,"['bags', 'curd', 'sweets']"
3566,"['hygiene articles', 'meat', 'vegetables', 'sausage']"
3567,"['pip fruit', 'napkins', 'tropical fruit', 'snacks', 'yogurt']"
3568,"['stationery', 'dessert', 'soda', 'vegetables', 'beverages', 'meat']"
3569,"['dairy', 'chewing gum', 'bottled water', 'yogurt', 'meat', 'sausage']"
3570,"['beef', 'butter', 'oils', 'uhtmilk', 'bottled water', 'soda', 'vegetables', 'sweets']"
3571,"['beef', 'pet_care', 'citrus fruit', 'tropical fruit', 'pastry', 'curd', 'hygiene articles', 'cleaning', 'vegetables', 'yogurt', 'baking_ingredients', 'meat', 'coffee', 'bakery']"
3572,"['bakery', 'meat', 'sweets']"
3573,"['sliced cheese', 'butter', 'frozen meals', 'bottled water', 'yogurt', 'root vegetables', 'meat', 'herbs', 'sweets']"
3574,"['pip fruit', 'sliced cheese', 'tropical fruit', 'fruitvegetable juice', 'uhtmilk', 'domestic eggs', 'yogurt', 'beverages', 'meat', 'margarine', 'bakery']"
3575,"['whole milk', 'electronics', 'butter', 'bottled water', 'soda', 'sweeteners', 'dairy', 'sweets']"
3576,"['herbs', 'gardening']"
3577,"['dairy', 'stationery', 'fruitvegetable juice', 'sweeteners', 'meat', 'bakery']"
3578,"['whole milk', 'oils', 'bags', 'root vegetables', 'citrus fruit', 'sausage']"
3579,"['beef', 'butter', 'oils', 'vegetables', 'yogurt', 'meat', 'herbs', 'bakery', 'sausage']"
3580,"['ice cream', 'beverages', 'butter', 'whole milk']"
3581,"['frozen dessert', 'light bulbs', 'whole milk', 'tropical fruit', 'sliced cheese', 'dishes', 'liquor appetizer', 'frozen meals', 'uhtmilk', 'soda', 'sweeteners', 'yogurt', 'baking_ingredients', 'citrus fruit', 'bakery', 'sausage']"
3582,"['napkins', 'stationery', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'cereals', 'dessert', 'berries', 'bottled water', 'bags', 'domestic eggs', 'root vegetables', 'dairy', 'bakery']"
3583,"['ice cream', 'pet_care', 'whole milk', 'ready_meals', 'soda', 'personal_care', 'sweeteners', 'vegetables', 'root vegetables', 'dairy', 'citrus fruit', 'sausage']"
3584,"['whole milk', 'electronics', 'curd', 'fish', 'soda', 'vegetables', 'dairy', 'meat', 'bakery']"
3585,"['meat', 'citrus fruit', 'vegetables', 'frozen meals']"
3586,"['stationery', 'whole milk', 'bottled water', 'beverages', 'meat', 'bakery']"
3587,"['pastry', 'misc beverages', 'bags', 'personal_care', 'soda', 'sweeteners', 'vegetables', 'root vegetables', 'beverages', 'sausage']"
3588,"['pip fruit', 'seasonal products', 'brown bread', 'pet_care', 'whole milk', 'condiments', 'berries', 'vegetables', 'hard cheese', 'meat', 'citrus fruit', 'bakery']"
3589,"['spices', 'whole milk', 'tropical fruit', 'pastry', 'fruitvegetable juice', 'curd', 'vegetables', 'yogurt', 'margarine', 'fish', 'bakery', 'sausage']"
3590,"['seasonal products', 'spices', 'specialty bar', 'tropical fruit', 'whole milk', 'bags', 'meat spreads', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'bakery', 'sausage']"
3591,"['dental care', 'stationery', 'whole milk', 'butter', 'meat', 'citrus fruit']"
3592,"['ice cream', 'pip fruit', 'whole milk', 'oils', 'hygiene articles', 'bags', 'vegetables', 'root vegetables', 'beverages', 'dairy', 'sausage']"
3593,"['sweets', 'pip fruit', 'whole milk', 'tropical fruit', 'berries', 'bottled water', 'fruits', 'coffee', 'cleaning', 'vegetables', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'bakery']"
3594,"['tropical fruit', 'vegetables', 'sweets', 'misc beverages']"
3595,"['whole milk', 'curd', 'dessert', 'bottled water', 'vegetables', 'domestic eggs', 'zwieback', 'beverages', 'dairy', 'coffee', 'bakery', 'sausage']"
3596,"['whole milk', 'soda', 'nutsprunes', 'coffee', 'vegetables', 'hard cheese', 'beverages', 'dairy', 'citrus fruit', 'bakery']"
3597,"['whole milk', 'curd', 'meat', 'sweets', 'sausage']"
3598,"['dairy', 'meat', 'vegetables', 'uhtmilk']"
3599,"['dairy', 'dessert', 'vegetables', 'grains', 'cleaning', 'beverages', 'meat', 'citrus fruit', 'margarine', 'bakery']"
3600,"['ice cream', 'pip fruit', 'dairy', 'whole milk', 'pickled vegetables', 'bottled water', 'bags', 'vegetables', 'beverages', 'meat']"
3601,"['ice cream', 'whole milk', 'vegetables', 'yogurt', 'meat', 'coffee', 'bakery', 'sausage']"
3602,"['butter', 'margarine', 'domestic eggs', 'whole milk']"
3603,"['brown bread', 'beef', 'whole milk', 'tropical fruit', 'curd', 'uhtmilk', 'bags', 'vegetables', 'root vegetables', 'bakery', 'zwieback']"
3604,"['pip fruit', 'pet_care', 'whole milk', 'tropical fruit', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'yogurt', 'root vegetables', 'meat', 'fish']"
3605,"['soda', 'bakery', 'sausage']"
3606,"['dairy', 'vegetables']"
3607,"['margarine', 'sliced cheese']"
3608,"['sweets', 'artif sweetener', 'whole milk', 'household', 'prosecco', 'uhtmilk', 'honey', 'bags', 'vegetables', 'dairy', 'bakery', 'sausage']"
3609,"['specialty bar', 'condiments', 'fruitvegetable juice', 'frozen meals', 'soda', 'beverages', 'meat', 'bakery', 'sausage']"
